birth_name,year,salary,WAR
['1982-07-15 || 오승환'],2008,"22,000",3.568
['1982-07-15 || 오승환'],2009,"26,000",0.867
['1982-07-15 || 오승환'],2010,"26,000",0.198
['1982-07-15 || 오승환'],2011,"24,000",5.028
['1982-07-15 || 오승환'],2012,"38,000",4.064
['1982-07-15 || 오승환'],2013,"55,000",2.722
['1982-07-15 || 오승환'],2020,"120,000",2.624
['1982-07-15 || 오승환'],2021,"120,000",3.032
['1982-07-15 || 오승환'],2022,"160,000",1.692
['1982-07-20 || 박재상'],2005,"2,000",-0.48
['1982-07-20 || 박재상'],2006,"2,200",0.544
['1982-07-20 || 박재상'],2007,"3,200",2.527
['1982-07-20 || 박재상'],2008,"7,000",1.406
['1982-07-20 || 박재상'],2009,"10,000",3.349
['1982-07-20 || 박재상'],2010,"16,000",0.778
['1982-07-20 || 박재상'],2011,"17,000",1.192
['1982-07-20 || 박재상'],2012,"16,000",-0.297
['1982-07-20 || 박재상'],2013,"14,000",1.059
['1982-07-20 || 박재상'],2014,"16,000",-0.098
['1982-07-20 || 박재상'],2015,"20,000",0.137
['1982-07-20 || 박재상'],2016,"20,000",0.088
['1982-07-27 || 오재필'],2008,,-0.294
['1982-07-27 || 오재필'],2011,"2,400",0.213
['1982-07-27 || 오재필'],2012,"3,000",0.245
['1982-07-27 || 오재필'],2013,"3,400",-0.166
['1982-08-13 || 정희상'],2007,"2,200",-0.259
['1982-08-13 || 정희상'],2010,"2,900",0.191
['1982-08-16 || 백승룡'],2006,"2,470",0.048
['1982-08-16 || 백승룡'],2007,"3,200",-0.087
['1982-08-16 || 백승룡'],2008,"2,700",-0.02
['1982-08-16 || 백승룡'],2011,"2,700",-0.127
['1982-08-16 || 백승룡'],2012,"3,000",0.253
['1982-08-16 || 백승룡'],2013,"3,500",0
['1982-09-13 || 김강민'],2003,"1,800",0.064
['1982-09-13 || 김강민'],2004,"2,000",-0.127
['1982-09-13 || 김강민'],2005,"2,200",-0.18
['1982-09-13 || 김강민'],2006,"2,400",0.674
['1982-09-13 || 김강민'],2007,"3,400",1.176
['1982-09-13 || 김강민'],2008,"7,000",1.959
['1982-09-13 || 김강민'],2009,"9,500",1.338
['1982-09-13 || 김강민'],2010,"12,000",3.432
['1982-09-13 || 김강민'],2011,"20,000",1.896
['1982-09-13 || 김강민'],2012,"19,000",1.881
['1982-09-13 || 김강민'],2013,"20,000",3.347
['1982-09-13 || 김강민'],2014,"30,000",4.665
['1982-09-13 || 김강민'],2015,"60,000",1.99
['1982-09-13 || 김강민'],2016,"60,000",2.476
['1982-09-13 || 김강민'],2017,"60,000",0.059
['1982-09-13 || 김강민'],2018,"60,000",1.511
['1982-09-13 || 김강민'],2019,"60,000",1.352
['1982-09-13 || 김강민'],2020,"35,000",1.241
['1982-09-13 || 김강민'],2021,"35,000",1.077
['1982-09-13 || 김강민'],2022,"16,000",1.632
['1982-09-19 || 박성훈'],2008,"2,200",-0.009
['1982-09-19 || 박성훈'],2009,"2,300",0.44
['1982-09-19 || 박성훈'],2010,"2,300",0.205
['1982-09-19 || 박성훈'],2011,"4,000",-0.166
['1982-09-19 || 박성훈'],2012,"3,700",1.245
['1982-09-19 || 박성훈'],2013,"8,000",0
['1982-09-19 || 박성훈'],2014,"9,000",-0.054
['1982-10-02 || 정근우'],2006,"2,400",4.211
['1982-10-02 || 정근우'],2007,"6,000",4.88
['1982-10-02 || 정근우'],2008,"11,000",4.567
['1982-10-02 || 정근우'],2009,"17,000",6.862
['1982-10-02 || 정근우'],2010,"24,000",3.048
['1982-10-02 || 정근우'],2011,"31,000",2.965
['1982-10-02 || 정근우'],2012,"31,000",2.926
['1982-10-02 || 정근우'],2013,"55,000",3.203
['1982-10-02 || 정근우'],2014,"70,000",3.605
['1982-10-02 || 정근우'],2015,"70,000",4.94
['1982-10-02 || 정근우'],2016,"70,000",4.317
['1982-10-02 || 정근우'],2017,"70,000",2.884
['1982-10-02 || 정근우'],2018,"70,000",1.273
['1982-10-02 || 정근우'],2019,"70,000",0.543
['1982-10-02 || 정근우'],2020,"70,000",-0.762
['1982-10-11 || 채태인'],2008,"5,500",1.02
['1982-10-11 || 채태인'],2009,"7,000",2.57
['1982-10-11 || 채태인'],2010,"11,500",1.426
['1982-10-11 || 채태인'],2011,"13,000",0.564
['1982-10-11 || 채태인'],2012,"11,000",0.038
['1982-10-11 || 채태인'],2013,"5,000",4.335
['1982-10-11 || 채태인'],2014,"21,000",2.455
['1982-10-11 || 채태인'],2015,"21,000",2.664
['1982-10-11 || 채태인'],2016,"30,000",-0.104
['1982-10-11 || 채태인'],2017,"30,000",1.684
['1982-10-11 || 채태인'],2018,"20,000",0.438
['1982-10-11 || 채태인'],2019,"20,000",0.054
['1982-10-11 || 채태인'],2020,"20,000",0.861
['1982-11-12 || 조영훈'],2006,"2,100",0.96
['1982-11-12 || 조영훈'],2007,"4,000",-1.168
['1982-11-12 || 조영훈'],2010,"3,800",0.648
['1982-11-12 || 조영훈'],2011,"5,500",0.699
['1982-11-12 || 조영훈'],2012,"5,500",-0.393
['1982-11-12 || 조영훈'],2013,"7,500",1.452
['1982-11-12 || 조영훈'],2014,"10,500",0.183
['1982-11-12 || 조영훈'],2015,"11,000",0.711
['1982-11-12 || 조영훈'],2016,"11,000",1.339
['1982-11-12 || 조영훈'],2017,"11,000",-0.336
['1982-11-23 || 차정민'],2006,"3,000",0.081
['1982-11-23 || 차정민'],2007,"3,300",-0.063
['1982-11-23 || 차정민'],2010,"3,300",0.021
['1982-11-23 || 차정민'],2011,"2,600",-0.261
['1982-12-07 || 김경언'],2002,"2,500",1.401
['1982-12-07 || 김경언'],2003,"4,300",0.443
['1982-12-07 || 김경언'],2004,"6,500",0.144
['1982-12-07 || 김경언'],2005,"5,000",0.544
['1982-12-07 || 김경언'],2006,"5,500",-0.375
['1982-12-07 || 김경언'],2008,"3,800",-0.183
['1982-12-07 || 김경언'],2009,"3,300",0.029
['1982-12-07 || 김경언'],2010,"3,300",0.63
['1982-12-07 || 김경언'],2011,"3,500",0.515
['1982-12-07 || 김경언'],2012,"4,000",1.731
['1982-12-07 || 김경언'],2013,"5,000",1.087
['1982-12-07 || 김경언'],2014,"5,800",0.939
['1982-12-07 || 김경언'],2015,"20,000",2.671
['1982-12-07 || 김경언'],2016,"20,000",0.084
['1982-12-07 || 김경언'],2017,"20,000",0.174
['1982-12-20 || 조중근'],2004,"2,000",0.104
['1982-12-20 || 조중근'],2005,"2,400",0.81
['1982-12-20 || 조중근'],2006,"4,100",-0.441
['1982-12-20 || 조중근'],2007,"4,100",-0.116
['1982-12-20 || 조중근'],2008,"3,300",0.139
['1982-12-20 || 조중근'],2009,"3,700",-0.361
['1982-12-20 || 조중근'],2010,"3,700",-0.249
['1982-12-20 || 조중근'],2011,"3,500",0.872
['1982-12-20 || 조중근'],2012,"4,300",-0.896
['1982-12-20 || 조중근'],2013,"4,000",-0.014
['1982-12-20 || 조중근'],2015,"4,000",0.082
['1982-12-24 || 정상호'],2002,"2,300",-0.236
['1982-12-24 || 정상호'],2003,"2,300",0.028
['1982-12-24 || 정상호'],2007,"2,600",0.265
['1982-12-24 || 정상호'],2008,"4,000",0.803
['1982-12-24 || 정상호'],2009,"6,500",2.282
['1982-12-24 || 정상호'],2010,"11,000",1.02
['1982-12-24 || 정상호'],2011,"10,000",2.403
['1982-12-24 || 정상호'],2012,"13,000",0.667
['1982-12-24 || 정상호'],2013,"13,000",1.852
['1982-12-24 || 정상호'],2014,"15,500",0.837
['1982-12-24 || 정상호'],2015,"15,500",1.298
['1982-12-24 || 정상호'],2016,"50,000",-0.332
['1982-12-24 || 정상호'],2017,"50,000",0.329
['1982-12-24 || 정상호'],2018,"50,000",-0.047
['1982-12-24 || 정상호'],2019,"50,000",-0.431
['1982-12-24 || 정상호'],2020,"50,000",-0.626
['1982-12-24 || 정상호'],2021,"50,000",-0.086
['1982-12-31 || 데폴라'],2011,,0.316
['1983-01-18 || 김용섭'],2011,"2,500",0.005
['1983-02-08 || 고효준'],2004,"1,900",-0.211
['1983-02-08 || 고효준'],2005,"2,500",0.93
['1983-02-08 || 고효준'],2006,"3,700",-0.582
['1983-02-08 || 고효준'],2007,"2,800",-0.024
['1983-02-08 || 고효준'],2008,"2,700",0.029
['1983-02-08 || 고효준'],2009,"2,700",2.722
['1983-02-08 || 고효준'],2010,"8,000",0.905
['1983-02-08 || 고효준'],2011,"10,000",1.657
['1983-02-08 || 고효준'],2014,"11,000",-0.821
['1983-02-08 || 고효준'],2015,"8,000",0.162
['1983-02-08 || 고효준'],2016,"8,000",0.613
['1983-02-08 || 고효준'],2017,"8,000",0.825
['1983-02-08 || 고효준'],2018,"10,000",-0.141
['1983-02-08 || 고효준'],2019,"9,000",0.703
['1983-02-08 || 고효준'],2020,"9,000",0.146
['1983-02-08 || 고효준'],2021,"10,000",0.04
['1983-02-08 || 고효준'],2022,"4,000",0.61
['1983-02-15 || 최준석'],2004,"1,800",0.133
['1983-02-15 || 최준석'],2005,"2,000",1.564
['1983-02-15 || 최준석'],2006,"2,000",0.999
['1983-02-15 || 최준석'],2007,"5,500",1.378
['1983-02-15 || 최준석'],2008,"8,000",0.195
['1983-02-15 || 최준석'],2009,"6,200",1.877
['1983-02-15 || 최준석'],2010,"10,500",3.859
['1983-02-15 || 최준석'],2011,"16,200",2.314
['1983-02-15 || 최준석'],2012,"17,000",0.512
['1983-02-15 || 최준석'],2013,"14,500",1.132
['1983-02-15 || 최준석'],2014,"40,000",2.434
['1983-02-15 || 최준석'],2015,"40,000",2.869
['1983-02-15 || 최준석'],2016,"40,000",0.731
['1983-02-15 || 최준석'],2017,"40,000",0.855
['1983-02-15 || 최준석'],2018,"40,000",0.064
['1983-04-12 || 박도현'],2009,,0.067
['1983-05-21 || 이경환'],2003,"2,000",-0.128
['1983-05-21 || 이경환'],2008,"2,200",0
['1983-05-21 || 이경환'],2009,"2,200",0.014
['1983-06-09 || 장원삼'],2007,"6,000",3.222
['1983-06-09 || 장원삼'],2008,"8,000",5.571
['1983-06-09 || 장원삼'],2009,"17,000",1.077
['1983-06-09 || 장원삼'],2010,"17,000",4.391
['1983-06-09 || 장원삼'],2011,"22,500",1.843
['1983-06-09 || 장원삼'],2012,"22,500",3.833
['1983-06-09 || 장원삼'],2013,"40,000",1.865
['1983-06-09 || 장원삼'],2014,"75,000",2.66
['1983-06-09 || 장원삼'],2015,"75,000",-0.371
['1983-06-09 || 장원삼'],2016,"75,000",-0.5
['1983-06-09 || 장원삼'],2017,"75,000",0.334
['1983-06-09 || 장원삼'],2018,"20,000",0.178
['1983-06-09 || 장원삼'],2019,"20,000",-0.324
['1983-06-09 || 장원삼'],2020,"5,000",-0.423
['1983-06-17 || 서성종'],2010,"2,400",-0.042
['1983-06-24 || 송광민'],2007,"2,400",-0.202
['1983-06-24 || 송광민'],2008,"2,900",0.89
['1983-06-24 || 송광민'],2009,"4,000",1.149
['1983-06-24 || 송광민'],2010,"6,000",0.721
['1983-06-24 || 송광민'],2013,"6,000",1.431
['1983-06-24 || 송광민'],2014,"7,000",1.694
['1983-06-24 || 송광민'],2015,"10,000",0.121
['1983-06-24 || 송광민'],2016,"10,000",3.415
['1983-06-24 || 송광민'],2017,"20,000",2.998
['1983-06-24 || 송광민'],2018,"24,000",1.579
['1983-06-24 || 송광민'],2019,"24,000",1.075
['1983-06-24 || 송광민'],2020,"25,000",-0.001
['1983-07-04 || 황동채'],2007,,-0.071
['1983-07-04 || 황동채'],2010,,-0.349
['1983-07-04 || 황동채'],2011,,0.118
['1983-07-04 || 황동채'],2012,,-0.363
['1983-07-04 || 황동채'],2013,,-0.007
['1983-07-04 || 황동채'],2014,"3,500",-0.065
['1983-07-04 || 황동채'],2015,"3,500",-0.03
['1983-07-05 || 문규현'],2003,"1,900",-0.071
['1983-07-05 || 문규현'],2004,"2,000",-0.112
['1983-07-05 || 문규현'],2007,"2,000",-0.349
['1983-07-05 || 문규현'],2009,"2,000",-0.111
['1983-07-05 || 문규현'],2010,"2,600",0.365
['1983-07-05 || 문규현'],2011,"4,200",1.097
['1983-07-05 || 문규현'],2012,"8,400",-0.56
['1983-07-05 || 문규현'],2013,"9,000",0.111
['1983-07-05 || 문규현'],2014,"6,800",1.307
['1983-07-05 || 문규현'],2015,"3,000",-0.162
['1983-07-05 || 문규현'],2016,"3,000",1.07
['1983-07-05 || 문규현'],2017,"12,000",-0.402
['1983-07-05 || 문규현'],2018,"18,000",0.357
['1983-07-05 || 문규현'],2019,"18,000",-0.344
['1983-07-13 || 박희수'],2010,"2,400",0.249
['1983-07-13 || 박희수'],2011,"2,700",2.438
['1983-07-13 || 박희수'],2012,"7,000",5.4
['1983-07-13 || 박희수'],2013,"17,000",2.574
['1983-07-13 || 박희수'],2014,"19,000",1.421
['1983-07-13 || 박희수'],2015,"14,000",0.148
['1983-07-13 || 박희수'],2016,"14,000",1.94
['1983-07-13 || 박희수'],2017,"21,000",-0.097
['1983-07-13 || 박희수'],2018,"18,500",0.829
['1983-07-13 || 박희수'],2019,"18,500",0.913
['1983-07-13 || 박희수'],2020,"18,500",0.247
['1983-07-16 || 양영동'],2011,"2,400",-0.091
['1983-07-16 || 양영동'],2012,"3,000",0.129
['1983-07-16 || 양영동'],2013,"4,200",-0.261
['1983-07-19 || 이대형'],2004,"2,000",-0.205
['1983-07-19 || 이대형'],2005,"2,600",0.844
['1983-07-19 || 이대형'],2006,"3,800",-0.014
['1983-07-19 || 이대형'],2007,"3,800",3.345
['1983-07-19 || 이대형'],2008,"8,000",1.715
['1983-07-19 || 이대형'],2009,"9,500",1.374
['1983-07-19 || 이대형'],2010,"12,000",1.909
['1983-07-19 || 이대형'],2011,"14,000",0.951
['1983-07-19 || 이대형'],2012,"8,500",-0.101
['1983-07-19 || 이대형'],2013,"8,500",0.121
['1983-07-19 || 이대형'],2014,"30,000",1.676
['1983-07-19 || 이대형'],2015,"30,000",0.913
['1983-07-19 || 이대형'],2016,"30,000",0.614
['1983-07-19 || 이대형'],2017,"30,000",-0.87
['1983-07-19 || 이대형'],2018,"20,000",0.004
['1983-07-19 || 이대형'],2019,"20,000",-0.03
['1983-07-27 || 조동찬'],2003,"2,200",-0.173
['1983-07-27 || 조동찬'],2004,"2,700",0.503
['1983-07-27 || 조동찬'],2005,"5,400",3.609
['1983-07-27 || 조동찬'],2006,"10,000",2.468
['1983-07-27 || 조동찬'],2007,"13,000",-0.157
['1983-07-27 || 조동찬'],2008,"11,000",0.298
['1983-07-27 || 조동찬'],2009,"9,000",1.316
['1983-07-27 || 조동찬'],2010,"9,500",3.06
['1983-07-27 || 조동찬'],2011,"13,500",0.557
['1983-07-27 || 조동찬'],2012,"11,000",2.84
['1983-07-27 || 조동찬'],2013,"15,000",1.146
['1983-07-27 || 조동찬'],2014,"22,000",0.173
['1983-07-27 || 조동찬'],2016,"40,000",0.479
['1983-07-27 || 조동찬'],2017,"40,000",1.204
['1983-07-27 || 조동찬'],2018,"40,000",-0.162
['1983-09-03 || 안영진'],2012,"2,400",-0.223
['1983-09-14 || 연경흠'],2007,"3,500",0.181
['1983-09-14 || 연경흠'],2008,"4,000",0.515
['1983-09-14 || 연경흠'],2009,"4,000",0.99
['1983-09-14 || 연경흠'],2012,"5,000",-0.141
['1983-09-14 || 연경흠'],2013,"5,000",-0.144
['1983-09-17 || 허웅'],2014,"3,000",0.032
['1983-09-17 || 허웅'],2015,"3,000",0.042
['1983-09-23 || 윤길현'],2003,"2,500",0.981
['1983-09-23 || 윤길현'],2004,"3,500",0.048
['1983-09-23 || 윤길현'],2005,"3,300",1.147
['1983-09-23 || 윤길현'],2006,"5,600",1.636
['1983-09-23 || 윤길현'],2007,"7,300",1.902
['1983-09-23 || 윤길현'],2008,"12,000",1.546
['1983-09-23 || 윤길현'],2009,"13,000",1.074
['1983-09-23 || 윤길현'],2012,"15,500",-0.126
['1983-09-23 || 윤길현'],2013,"12,500",0.976
['1983-09-23 || 윤길현'],2014,"14,500",1.782
['1983-09-23 || 윤길현'],2015,"14,500",2.314
['1983-09-23 || 윤길현'],2016,"50,000",0.097
['1983-09-23 || 윤길현'],2017,"50,000",-0.002
['1983-09-23 || 윤길현'],2018,"50,000",0.622
['1983-09-23 || 윤길현'],2019,"50,000",-0.781
['1983-10-09 || 이병규'],2008,"2,000",0.113
['1983-10-09 || 이병규'],2009,"2,800",0.017
['1983-10-09 || 이병규'],2010,"2,800",2.655
['1983-10-09 || 이병규'],2011,"10,000",0.533
['1983-10-09 || 이병규'],2012,"4,500",2.624
['1983-10-09 || 이병규'],2013,"7,500",0.989
['1983-10-09 || 이병규'],2014,"9,300",4.385
['1983-10-09 || 이병규'],2015,"26,000",2.238
['1983-10-09 || 이병규'],2016,"15,600",1.477
['1983-10-09 || 이병규'],2017,"12,000",-0.135
['1983-10-09 || 이병규'],2018,"9,000",1.716
['1983-10-09 || 이병규'],2019,"9,000",-0.105
['1983-10-09 || 이병규'],2020,"5,000",0.806
['1983-10-09 || 이병규'],2021,"5,500",0.119
['1983-10-21 || 마르테'],2016,"75,000",2.688
['1983-12-01 || 손주인'],2003,"2,000",-0.13
['1983-12-01 || 손주인'],2005,"2,200",0.034
['1983-12-01 || 손주인'],2008,"2,300",-0.062
['1983-12-01 || 손주인'],2009,"2,300",-0.306
['1983-12-01 || 손주인'],2010,"4,250",-0.064
['1983-12-01 || 손주인'],2011,"4,400",0.003
['1983-12-01 || 손주인'],2012,"5,500",0.338
['1983-12-01 || 손주인'],2013,"6,800",1.392
['1983-12-01 || 손주인'],2014,"6,800",0.983
['1983-12-01 || 손주인'],2015,"12,000",-0.935
['1983-12-01 || 손주인'],2016,"12,000",2.17
['1983-12-01 || 손주인'],2017,"20,000",1.249
['1983-12-01 || 손주인'],2018,"18,000",-0.816
['1983-12-01 || 손주인'],2019,"15,000",-0.558
['1983-12-08 || 배힘찬'],2003,"1,900",-0.224
['1983-12-08 || 배힘찬'],2008,"2,000",-0.135
['1983-12-08 || 배힘찬'],2009,"2,200",0.358
['1983-12-08 || 배힘찬'],2010,"2,200",-0.324
['1983-12-08 || 배힘찬'],2011,"3,300",0.136
['1983-12-08 || 배힘찬'],2014,"3,000",0.076
['1983-12-08 || 배힘찬'],2015,"3,000",-0.145
['1983-12-08 || 배힘찬'],2016,"3,300",-0.04
['1983-12-08 || 배힘찬'],2017,"3,300",-0.486
['1983-12-13 || 류재원'],2007,"2,000",0.246
['1983-12-13 || 류재원'],2008,"2,000",-0.163
['1983-12-13 || 류재원'],2011,"2,000",0.316
['1983-12-16 || 최형우'],2004,"2,000",-0.041
['1983-12-16 || 최형우'],2008,"5,000",3.517
['1983-12-16 || 최형우'],2009,"10,000",2.974
['1983-12-16 || 최형우'],2010,"13,500",4.274
['1983-12-16 || 최형우'],2011,"18,500",7.636
['1983-12-16 || 최형우'],2012,"30,000",3.205
['1983-12-16 || 최형우'],2013,"28,000",4.911
['1983-12-16 || 최형우'],2014,"45,000",5.334
['1983-12-16 || 최형우'],2015,"70,000",4.863
['1983-12-16 || 최형우'],2016,"70,000",7.959
['1983-12-16 || 최형우'],2017,"150,000",6.674
['1983-12-16 || 최형우'],2018,"150,000",4.367
['1983-12-16 || 최형우'],2019,"150,000",4.506
['1983-12-16 || 최형우'],2020,"150,000",5.71
['1983-12-16 || 최형우'],2021,"150,000",0.243
['1983-12-16 || 최형우'],2022,"90,000",2.375
['1983-12-20 || 이한진'],2007,"2,100",0.779
['1983-12-20 || 이한진'],2008,"4,000",0.284
['1983-12-20 || 이한진'],2009,"4,000",-0.053
['1983-12-20 || 이한진'],2010,"3,500",0.071
['1983-12-20 || 이한진'],2013,"3,500",-0.05
['1983-12-20 || 이한진'],2014,"3,500",-0.236
['1983-12-20 || 이한진'],2015,"3,500",0.051
['1983-12-31 || 신종길'],2004,"2,300",-0.001
['1983-12-31 || 신종길'],2009,"2,400",0.083
['1983-12-31 || 신종길'],2010,"2,700",0.973
['1983-12-31 || 신종길'],2011,"4,000",0.484
['1983-12-31 || 신종길'],2012,"6,000",-0.587
['1983-12-31 || 신종길'],2013,"4,500",2.779
['1983-12-31 || 신종길'],2014,"10,000",1.087
['1983-12-31 || 신종길'],2015,"12,000",0.888
['1983-12-31 || 신종길'],2016,"12,000",0.582
['1983-12-31 || 신종길'],2017,"9,800",-0.277
['1984-01-20 || 양승학'],2006,"2,000",0.005
['1984-01-20 || 양승학'],2009,"2,000",0.341
['1984-01-21 || 박용근'],2008,"2,800",0.036
['1984-01-21 || 박용근'],2009,"3,500",0.218
['1984-01-21 || 박용근'],2010,"4,500",0.519
['1984-01-21 || 박용근'],2014,"4,000",0.04
['1984-01-21 || 박용근'],2015,"4,000",-0.145
['1984-01-21 || 박용근'],2016,"4,000",-0.336
['1984-01-27 || 김태완'],2007,"2,200",0.313
['1984-01-27 || 김태완'],2008,"3,000",2.436
['1984-01-27 || 김태완'],2009,"6,000",4.034
['1984-01-27 || 김태완'],2010,"10,000",2.542
['1984-01-27 || 김태완'],2013,"14,000",0.608
['1984-01-27 || 김태완'],2014,"10,000",0.086
['1984-01-27 || 김태완'],2015,"8,000",-0.138
['1984-01-27 || 김태완'],2016,"8,000",0.309
['1984-01-27 || 김태완'],2017,"5,000",0.523
['1984-01-27 || 김태완'],2018,"5,000",-0.451
['1984-02-01 || 이여상'],2008,,0.022
['1984-02-01 || 이여상'],2009,"3,200",0.509
['1984-02-01 || 이여상'],2010,"3,500",-0.028
['1984-02-01 || 이여상'],2011,"3,000",0.076
['1984-02-01 || 이여상'],2012,"5,000",0.473
['1984-02-01 || 이여상'],2013,"5,000",-0.413
['1984-02-01 || 이여상'],2015,"3,600",-0.117
['1984-02-01 || 이여상'],2016,"3,600",-0.236
['1984-02-08 || 고영민'],2003,"2,000",-0.05
['1984-02-08 || 고영민'],2005,"2,100",-0.194
['1984-02-08 || 고영민'],2006,"2,100",2.26
['1984-02-08 || 고영민'],2007,"4,200",4.908
['1984-02-08 || 고영민'],2008,"12,000",4.645
['1984-02-08 || 고영민'],2009,"16,000",1.262
['1984-02-08 || 고영민'],2010,"13,500",0.741
['1984-02-08 || 고영민'],2011,"9,500",0.198
['1984-02-08 || 고영민'],2012,"8,000",1.247
['1984-02-08 || 고영민'],2013,"7,500",0.221
['1984-02-08 || 고영민'],2014,"7,500",0.267
['1984-02-08 || 고영민'],2015,"15,000",0.621
['1984-02-08 || 고영민'],2016,"15,000",0.05
['1984-02-15 || 신주영'],2004,"1,800",-0.118
['1984-02-15 || 신주영'],2005,"2,000",0.799
['1984-02-15 || 신주영'],2006,"2,800",0.092
['1984-02-15 || 신주영'],2011,"2,400",0.225
['1984-02-15 || 신주영'],2012,"3,400",-0.239
['1984-03-01 || 정현석'],2009,"2,200",-0.288
['1984-03-01 || 정현석'],2010,"2,800",0.193
['1984-03-01 || 정현석'],2013,"5,000",2.116
['1984-03-01 || 정현석'],2014,"8,000",-0.395
['1984-03-01 || 정현석'],2015,"9,500",0.48
['1984-03-01 || 정현석'],2016,"9,500",-0.241
['1984-03-01 || 정현석'],2017,"9,500",-0.361
['1984-03-03 || 김준호'],2010,"2,400",-0.166
['1984-03-03 || 김준호'],2011,"2,400",-0.058
['1984-03-17 || 송은범'],2004,"3,200",-0.052
['1984-03-17 || 송은범'],2005,"3,200",0.24
['1984-03-17 || 송은범'],2006,"2,700",0.066
['1984-03-17 || 송은범'],2007,"3,200",1.217
['1984-03-17 || 송은범'],2008,"7,000",2.439
['1984-03-17 || 송은범'],2009,"10,000",4.156
['1984-03-17 || 송은범'],2010,"15,000",4.204
['1984-03-17 || 송은범'],2011,"22,000",1.042
['1984-03-17 || 송은범'],2012,"24,000",1.549
['1984-03-17 || 송은범'],2013,"24,000",-0.112
['1984-03-17 || 송은범'],2014,"30,000",0.148
['1984-03-17 || 송은범'],2015,"45,000",-0.529
['1984-03-17 || 송은범'],2016,"45,000",0.4
['1984-03-17 || 송은범'],2017,"45,000",-0.036
['1984-03-17 || 송은범'],2018,"45,000",2.928
['1984-03-17 || 송은범'],2019,"45,000",-0.362
['1984-03-17 || 송은범'],2020,"27,000",0.846
['1984-03-17 || 송은범'],2021,"27,000",0.431
['1984-03-17 || 송은범'],2022,"15,000",0.279
['1984-03-17 || 지석훈'],2005,"2,200",-0.395
['1984-03-17 || 지석훈'],2006,"2,400",0.076
['1984-03-17 || 지석훈'],2007,"2,500",-0.268
['1984-03-17 || 지석훈'],2008,"2,800",-0.175
['1984-03-17 || 지석훈'],2011,"2,700",0.195
['1984-03-17 || 지석훈'],2012,"3,000",-0.097
['1984-03-17 || 지석훈'],2013,"3,000",0.526
['1984-03-17 || 지석훈'],2014,"6,000",1.408
['1984-03-17 || 지석훈'],2015,"14,000",-0.292
['1984-03-17 || 지석훈'],2016,"14,000",-0.942
['1984-03-17 || 지석훈'],2017,"14,900",0.445
['1984-03-17 || 지석훈'],2018,"15,000",-0.867
['1984-03-17 || 지석훈'],2019,"15,000",-0.148
['1984-03-17 || 지석훈'],2020,"12,500",0.226
['1984-03-17 || 지석훈'],2021,"10,000",0.041
['1984-03-21 || 서동욱'],2004,"2,500",-0.033
['1984-03-21 || 서동욱'],2005,"2,800",-0.098
['1984-03-21 || 서동욱'],2008,"2,800",0.338
['1984-03-21 || 서동욱'],2009,"3,100",-0.144
['1984-03-21 || 서동욱'],2010,"3,000",-0.023
['1984-03-21 || 서동욱'],2011,"3,200",1.051
['1984-03-21 || 서동욱'],2012,"8,500",0.488
['1984-03-21 || 서동욱'],2013,"8,500",1.401
['1984-03-21 || 서동욱'],2014,"9,000",-0.395
['1984-03-21 || 서동욱'],2015,"5,800",0.133
['1984-03-21 || 서동욱'],2016,"5,800",2.661
['1984-03-21 || 서동욱'],2017,"15,000",0.678
['1984-03-21 || 서동욱'],2018,"18,500",-0.143
['1984-03-31 || 박경수'],2004,"3,200",2.121
['1984-03-31 || 박경수'],2005,"5,000",-0.105
['1984-03-31 || 박경수'],2006,"4,200",0.922
['1984-03-31 || 박경수'],2007,"5,000",1.276
['1984-03-31 || 박경수'],2008,"6,000",1.252
['1984-03-31 || 박경수'],2009,"7,000",1.425
['1984-03-31 || 박경수'],2010,"7,200",1.932
['1984-03-31 || 박경수'],2011,"8,000",1.334
['1984-03-31 || 박경수'],2014,"9,000",0.088
['1984-03-31 || 박경수'],2015,"23,000",5.528
['1984-03-31 || 박경수'],2016,"23,000",4.453
['1984-03-31 || 박경수'],2017,"23,000",1.511
['1984-03-31 || 박경수'],2018,"23,000",2.551
['1984-03-31 || 박경수'],2019,"23,000",2.986
['1984-03-31 || 박경수'],2020,"40,000",2.983
['1984-03-31 || 박경수'],2021,"40,000",0.459
['1984-03-31 || 박경수'],2022,"29,000",-0.783
['1984-05-19 || 오장훈'],2012,"2,600",-0.212
['1984-05-19 || 오장훈'],2014,"2,700",-0.113
['1984-05-19 || 오장훈'],2015,"2,900",0.043
['1984-05-26 || 유덕형'],2007,,0.022
['1984-05-31 || 김종호'],2012,"2,800",0.059
['1984-05-31 || 김종호'],2013,"3,000",2.745
['1984-05-31 || 김종호'],2014,"9,000",-0.06
['1984-05-31 || 김종호'],2015,"17,500",2.631
['1984-05-31 || 김종호'],2016,"17,500",0.403
['1984-05-31 || 김종호'],2017,"17,500",0.027
['1984-06-12 || 버나디나'],2018,"75,000",3.724
['1984-06-14 || 나주환'],2004,"2,600",0.47
['1984-06-14 || 나주환'],2005,"3,300",0.451
['1984-06-14 || 나주환'],2006,"5,300",0.289
['1984-06-14 || 나주환'],2007,"5,300",0.573
['1984-06-14 || 나주환'],2008,"8,700",1.186
['1984-06-14 || 나주환'],2009,"12,000",2.694
['1984-06-14 || 나주환'],2010,"17,000",1.646
['1984-06-14 || 나주환'],2013,"17,000",-0.362
